farm_id,region,crop_type,soilMoisture,soil_pH,temperature,rain,humidity,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status,co2,light,irrigation_needed
FARM0228,Central USA,Soybean,40.69,6.32,18.78,227.29,79.47,7.47,Drip,Mixed,5.32,2024-03-07,2024-07-19,134,5217.15,SENS0228,2024-06-19,19.056745,73.095572,0.69,Moderate,370.8542654434431,255.41631686682712,0
FARM0229,Central USA,Soybean,24.82,6.23,20.51,220.15,77.75,6.48,,Organic,21.66,2024-03-16,2024-06-30,106,5954.03,SENS0229,2024-05-28,18.608908,84.109892,0.74,,321.0690968962666,297.6745935237376,0
FARM0230,South India,Cotton,37.41,7.4,17.01,177.09,79.3,8.81,Drip,Organic,22.51,2024-03-01,2024-07-20,141,2364.35,SENS0230,2024-04-07,21.791717,82.004909,0.35,Moderate,344.47226094963406,557.1277004761248,0
FARM0231,South India,Maize,12.8,5.58,22.69,296.11,70.7,7.13,Drip,Organic,33.81,2024-02-01,2024-05-13,102,5402.27,SENS0231,2024-05-13,22.953832,73.89493,0.77,Mild,403.844914156041,290.28336260359845,0
FARM0232,East Africa,Rice,33.59,6.22,28.1,293.91,44.34,5.66,,Inorganic,35.13,2024-02-19,2024-05-31,102,4070.97,SENS0232,2024-05-23,27.590548,88.383548,0.63,Moderate,421.5505366191305,780.8458288704401,0
FARM0233,Central USA,Maize,17.92,7.43,24.1,150.99,40.23,5.05,Drip,Mixed,8.26,2024-02-11,2024-07-10,150,2468.04,SENS0233,2024-06-21,33.917734,87.522261,0.79,Moderate,349.07046283324223,468.0287163551122,0
FARM0234,South USA,Cotton,29.71,7.04,30.15,290.31,62.94,6.76,Drip,Inorganic,10.23,2024-01-13,2024-05-22,130,5154.62,SENS0234,2024-03-09,26.922824,74.598603,0.49,Moderate,311.54643184502345,500.9107762100998,0
FARM0235,East Africa,Soybean,10.34,7.16,19.97,73.25,73.68,8.93,Drip,Mixed,46.91,2024-02-11,2024-06-02,112,2874.26,SENS0235,2024-04-24,16.726895,88.942362,0.71,Mild,378.2065738254797,347.9951694832439,0
FARM0236,South USA,Rice,18.22,5.98,20.31,107.3,81.75,9.02,Manual,Organic,40.05,2024-01-03,2024-05-15,133,5823.12,SENS0236,2024-05-08,25.345674,85.284884,0.62,,346.84067418526683,482.5761514608401,0
FARM0237,South USA,Maize,31.72,6.48,34.71,274.25,83.44,6.94,Manual,Inorganic,14.99,2024-03-05,2024-06-06,93,4102.94,SENS0237,2024-04-28,21.958002,80.815359,0.6,Severe,343.9107846459604,597.1481795822069,0
FARM0238,South India,Cotton,44.18,6.9,24.2,222.3,40.59,5.26,Drip,Inorganic,21.27,2024-02-06,2024-06-10,125,3051.4,SENS0238,2024-03-11,21.783634,82.261681,0.52,Severe,491.97256054269104,650.7062821724256,0
FARM0239,South USA,Rice,24.67,7.0,22.3,150.15,62.54,7.43,Sprinkler,Organic,37.44,2024-01-18,2024-05-14,117,5425.23,SENS0239,2024-02-12,13.646093,89.182958,0.39,,423.2600971851448,652.3208496259479,0
FARM0240,South India,Cotton,27.49,7.49,31.99,179.25,76.03,8.71,Manual,Inorganic,30.3,2024-03-02,2024-06-25,115,2395.9,SENS0240,2024-03-22,11.500909,86.276361,0.59,,411.3756886344192,546.734667616453,0
FARM0241,South USA,Maize,19.09,6.22,26.15,252.5,57.21,6.47,Manual,Mixed,48.34,2024-01-19,2024-05-24,126,4599.46,SENS0241,2024-03-27,14.363471,85.606182,0.51,Severe,383.15502070466437,742.6158649963144,0
FARM0242,South USA,Wheat,23.34,6.07,27.63,86.21,48.38,8.85,Manual,Inorganic,33.41,2024-03-13,2024-08-04,144,5628.29,SENS0242,2024-04-02,14.049987,74.564359,0.49,Moderate,385.7888666860289,690.4447083836656,0
FARM0243,Central USA,Soybean,32.56,6.04,23.9,265.7,58.16,7.52,,Inorganic,12.53,2024-01-05,2024-05-20,136,2938.51,SENS0243,2024-03-09,33.510933,84.013939,0.35,Mild,408.1810007676162,654.2288688191752,0
FARM0244,South USA,Wheat,13.34,7.37,24.46,63.46,78.55,7.14,Drip,Organic,16.81,2024-01-03,2024-05-13,131,5726.36,SENS0244,2024-04-11,17.734266,74.94793,0.47,Mild,439.2859614072214,233.36331300827638,0
FARM0245,South India,Soybean,39.35,5.56,28.27,265.09,56.26,6.86,Manual,Mixed,25.02,2024-03-18,2024-06-27,101,4363.32,SENS0245,2024-05-15,25.776188,82.717023,0.64,Moderate,440.4292192363659,204.12677733178958,0
FARM0246,Central USA,Cotton,28.89,7.11,23.84,141.45,52.99,5.82,Drip,Mixed,41.69,2024-01-12,2024-04-29,108,3876.79,SENS0246,2024-01-13,27.194249,79.838633,0.75,Moderate,334.33878154108993,327.46836631728377,0
FARM0247,North India,Cotton,37.93,6.69,30.94,187.05,49.43,9.29,,Inorganic,16.25,2024-03-24,2024-08-02,131,3558.89,SENS0247,2024-06-28,15.514811,71.584195,0.68,Moderate,400.0225504153254,598.1141563480714,0
FARM0248,Central USA,Soybean,38.31,6.33,32.07,95.6,54.48,7.82,,Inorganic,36.52,2024-02-07,2024-05-27,110,2077.58,SENS0248,2024-02-13,34.242905,70.442618,0.88,Moderate,382.3916190068204,446.7184933295275,0
FARM0249,Central USA,Rice,35.03,6.95,19.66,87.67,64.68,6.05,Manual,Inorganic,49.91,2024-02-23,2024-07-12,140,2126.95,SENS0249,2024-03-14,31.088657,89.032881,0.33,Severe,474.10539325387685,441.44375557958705,0
FARM0250,North India,Soybean,26.46,5.88,31.83,254.31,81.41,4.73,Sprinkler,Inorganic,39.71,2024-02-08,2024-06-24,137,5978.14,SENS0250,2024-03-29,21.520866,85.419919,0.61,Mild,426.2837842436753,730.7521329377682,0
FARM0251,South USA,Cotton,33.85,6.12,21.46,207.29,42.11,9.62,Drip,Inorganic,26.66,2024-02-07,2024-05-30,113,5550.08,SENS0251,2024-05-27,26.66737,89.465481,0.44,Severe,406.50081328319635,737.3377088791033,0
FARM0252,Central USA,Wheat,15.86,6.05,17.39,247.29,40.45,4.25,,Mixed,31.83,2024-02-25,2024-05-30,95,2994.89,SENS0252,2024-04-28,12.285039,82.372897,0.86,,323.0789284357835,745.5051584321515,0
FARM0253,North India,Maize,32.56,6.9,30.83,81.46,51.63,9.89,Manual,Inorganic,37.99,2024-01-23,2024-05-16,114,3432.67,SENS0253,2024-02-09,16.267406,70.789771,0.72,Moderate,421.1275778646823,388.32684590901636,0
FARM0254,East Africa,Cotton,16.64,5.87,21.95,233.1,53.77,8.99,Sprinkler,Organic,28.9,2024-02-10,2024-07-01,142,3053.4,SENS0254,2024-05-13,21.351974,85.518358,0.6,Mild,323.44078113604667,614.633487643557,0
FARM0255,North India,Soybean,39.99,7.05,19.78,230.25,72.91,7.23,,Organic,28.58,2024-02-25,2024-06-29,125,2616.53,SENS0255,2024-04-01,18.065001,82.818079,0.37,,367.4413151131504,362.97990876462177,0
FARM0256,North India,Rice,16.25,5.56,17.14,97.9,41.59,7.85,,Mixed,27.05,2024-03-23,2024-07-28,127,3023.75,SENS0256,2024-06-24,15.51807,84.356904,0.31,Mild,328.56839296286637,314.36589984466985,0
FARM0257,South USA,Wheat,26.38,6.78,22.22,235.87,84.52,8.93,Drip,Mixed,16.96,2024-01-24,2024-04-27,94,5337.83,SENS0257,2024-02-02,33.615087,89.211735,0.36,Mild,438.4147294048738,310.77947440842155,0
FARM0258,East Africa,Cotton,16.63,6.55,19.98,206.33,48.94,8.5,,Mixed,9.75,2024-03-19,2024-07-09,112,4697.97,SENS0258,2024-06-16,26.631059,87.65648,0.4,Mild,341.25042276723053,405.26457251815646,0
FARM0259,East Africa,Cotton,27.66,6.82,25.68,199.98,86.68,9.41,Manual,Inorganic,23.56,2024-03-14,2024-08-03,142,4903.47,SENS0259,2024-05-14,24.078618,74.278563,0.76,Moderate,378.3718746376052,457.974571867893,0
FARM0260,Central USA,Cotton,25.66,6.29,29.53,295.74,69.79,7.11,Manual,Organic,18.52,2024-01-07,2024-05-30,144,3259.62,SENS0260,2024-03-17,32.977802,80.22543,0.64,Mild,479.1349555237557,698.5695026330411,0
FARM0261,North India,Wheat,26.11,5.81,20.3,272.41,52.49,5.54,Manual,Organic,30.67,2024-03-07,2024-07-21,136,2308.81,SENS0261,2024-05-29,29.822605,73.45805,0.8,,340.86327667979407,271.93465608362726,0
FARM0262,East Africa,Maize,11.31,7.12,22.63,245.03,86.09,6.01,,Inorganic,46.86,2024-01-28,2024-06-15,139,2906.87,SENS0262,2024-01-30,25.847178,82.643872,0.33,,401.56101279175584,640.9555084369365,0
FARM0263,Central USA,Soybean,29.77,6.15,28.96,88.3,73.68,9.98,,Mixed,30.89,2024-01-08,2024-05-04,117,3159.13,SENS0263,2024-02-27,13.70031,76.723364,0.59,,383.8543322332044,518.8729485135832,0
FARM0264,East Africa,Cotton,19.19,6.3,23.69,224.47,78.1,6.89,Sprinkler,Inorganic,22.79,2024-03-07,2024-07-10,125,4463.99,SENS0264,2024-06-09,23.106195,74.846302,0.46,Severe,303.62480820914595,372.76720560559545,0
FARM0265,Central USA,Soybean,13.14,6.84,23.47,137.08,56.04,7.56,Drip,Inorganic,12.62,2024-02-20,2024-07-11,142,5960.64,SENS0265,2024-06-12,25.579554,78.809268,0.85,Mild,458.55162271456254,495.69175071969477,0
FARM0266,South India,Maize,15.46,6.96,16.72,234.9,52.15,7.73,Sprinkler,Inorganic,5.62,2024-03-26,2024-07-01,97,3220.47,SENS0266,2024-05-25,10.568703,74.180191,0.62,Mild,313.80918126291994,379.96524186621355,0
FARM0267,East Africa,Soybean,36.26,6.6,27.46,298.08,74.75,8.01,,Mixed,45.77,2024-03-02,2024-06-16,106,2681.28,SENS0267,2024-04-07,15.017401,83.930534,0.46,Severe,394.8510041953907,557.6491731429836,0
FARM0268,North India,Wheat,23.6,6.04,32.04,215.03,83.21,4.11,,Organic,49.09,2024-03-23,2024-06-27,96,5615.49,SENS0268,2024-05-24,31.669319,80.631213,0.41,Severe,412.13565898778995,460.3063537131465,0
FARM0269,East Africa,Wheat,11.39,7.34,21.1,172.48,77.22,4.11,Manual,Inorganic,33.14,2024-01-17,2024-05-03,107,5247.57,SENS0269,2024-04-06,16.441984,77.743412,0.9,,425.6852913229174,298.64331744732726,0
FARM0270,East Africa,Maize,17.9,6.18,22.86,84.32,76.49,7.12,Sprinkler,Inorganic,15.82,2024-01-14,2024-05-02,109,5638.94,SENS0270,2024-02-25,21.22923,72.635443,0.69,Mild,437.7263258615751,269.94984473341805,0
FARM0271,South India,Maize,34.1,7.3,33.19,157.52,85.45,8.62,Sprinkler,Inorganic,8.05,2024-03-24,2024-06-29,97,2736.54,SENS0271,2024-04-11,28.176988,85.3087,0.83,Severe,350.654476704543,528.017409243278,0
FARM0272,South USA,Maize,25.51,7.37,32.88,283.31,53.69,8.67,Drip,Organic,13.31,2024-03-20,2024-07-05,107,4422.42,SENS0272,2024-06-06,15.772784,74.643651,0.71,Moderate,301.99575533168985,741.447819971662,0
FARM0273,North India,Cotton,14.69,7.19,24.38,212.39,49.2,6.32,,Organic,12.37,2024-01-02,2024-04-27,116,5058.16,SENS0273,2024-01-03,33.135877,89.003961,0.43,Mild,444.68873247098236,406.3746119346113,0
FARM0274,South India,Wheat,16.2,7.41,23.79,204.26,74.39,9.2,Sprinkler,Inorganic,23.22,2024-01-20,2024-06-05,137,5297.31,SENS0274,2024-04-09,19.853768,88.782783,0.64,,407.1313198695157,639.8000643335739,0
FARM0275,East Africa,Wheat,25.81,7.15,15.85,298.96,65.94,6.37,Drip,Mixed,22.43,2024-03-02,2024-06-12,102,3164.72,SENS0275,2024-04-21,32.109939,85.47354,0.47,Mild,467.22354064144974,595.1968129638601,0
FARM0276,South USA,Maize,31.46,5.61,25.34,85.56,81.49,6.71,Drip,Organic,40.04,2024-03-18,2024-06-24,98,3572.27,SENS0276,2024-04-28,21.272146,73.577572,0.65,Mild,464.27767258013887,758.9329485856886,0
FARM0277,South USA,Wheat,18.75,6.88,33.14,249.12,75.92,4.74,Drip,Mixed,25.22,2024-02-03,2024-06-05,123,4829.12,SENS0277,2024-05-06,29.776665,80.233329,0.87,Severe,468.66523355757664,692.5886103794845,0
FARM0278,East Africa,Cotton,11.54,5.84,21.7,267.83,83.13,4.97,Sprinkler,Organic,39.61,2024-01-14,2024-05-02,109,3238.07,SENS0278,2024-04-21,34.024153,75.775611,0.41,Mild,397.018931995908,539.9631553432778,0
FARM0279,South India,Wheat,31.79,6.01,24.17,263.85,67.18,4.03,,Organic,14.76,2024-03-16,2024-07-13,119,3640.61,SENS0279,2024-03-26,25.030414,70.13146,0.83,Moderate,366.72567916737313,594.2182989404644,0
FARM0280,East Africa,Soybean,38.7,5.92,18.7,63.77,57.45,4.87,Drip,Mixed,31.01,2024-03-10,2024-06-29,111,5681.54,SENS0280,2024-03-16,12.722191,89.874704,0.4,Moderate,458.311640518274,739.031879950421,0
FARM0281,East Africa,Soybean,30.03,6.62,34.33,237.33,58.01,4.22,Manual,Inorganic,21.59,2024-02-27,2024-05-31,94,5033.77,SENS0281,2024-05-07,11.623147,79.416337,0.37,Moderate,390.258822605851,439.7112707521609,0
FARM0282,Central USA,Soybean,24.48,5.92,19.18,64.55,68.57,9.88,Drip,Inorganic,37.58,2024-03-26,2024-08-08,135,3148.75,SENS0282,2024-06-15,16.491501,81.502854,0.67,Mild,336.6884392806869,396.07682351466644,0
FARM0283,East Africa,Soybean,27.37,6.96,24.95,252.0,84.18,5.4,Manual,Organic,5.07,2024-01-15,2024-05-24,130,5186.93,SENS0283,2024-03-08,29.989109,89.97974,0.55,Moderate,470.99480391229486,206.4866501811178,0
FARM0284,Central USA,Soybean,38.21,5.92,27.81,222.5,52.72,4.41,Manual,Mixed,29.75,2024-01-04,2024-05-16,133,3333.13,SENS0284,2024-04-14,28.109916,82.319867,0.32,Mild,476.5119753544694,695.9306445148786,0
FARM0285,South India,Maize,39.18,7.34,24.58,168.63,41.78,4.81,Sprinkler,Mixed,25.73,2024-03-11,2024-07-08,119,5135.96,SENS0285,2024-05-02,33.194749,71.120446,0.61,Moderate,393.26195122803404,680.5884202420189,0
FARM0286,East Africa,Soybean,10.66,6.65,21.63,279.05,79.79,4.4,Sprinkler,Inorganic,42.83,2024-02-13,2024-06-22,130,4137.09,SENS0286,2024-03-26,24.274541,77.791325,0.66,Moderate,315.1399454619575,262.67271086009083,0
FARM0287,Central USA,Wheat,19.5,5.67,32.54,142.9,81.47,5.82,Manual,Organic,10.05,2024-01-25,2024-05-06,102,5653.42,SENS0287,2024-03-21,22.649867,85.980506,0.84,Mild,377.5652179833862,546.1144286796201,0
FARM0288,South India,Maize,42.33,6.96,25.47,243.88,47.16,9.23,Sprinkler,Organic,37.61,2024-02-13,2024-06-27,135,5459.24,SENS0288,2024-03-13,10.102747,88.646747,0.71,,460.7075318925207,478.38901890013244,0
FARM0289,Central USA,Cotton,41.12,5.71,30.32,236.39,41.12,8.55,Sprinkler,Inorganic,14.02,2024-02-09,2024-06-12,124,3276.6,SENS0289,2024-04-05,26.778101,75.453084,0.39,,480.35480570924574,271.2254573054669,0
FARM0290,North India,Soybean,29.59,5.7,25.85,187.34,53.55,9.66,Manual,Mixed,16.02,2024-01-10,2024-05-18,129,5568.97,SENS0290,2024-05-02,11.268155,70.579854,0.84,,340.69454849951916,788.3409362364341,0
FARM0291,North India,Cotton,11.88,6.35,18.58,199.03,69.64,9.02,,Mixed,21.0,2024-02-27,2024-06-08,102,4851.59,SENS0291,2024-05-22,30.232496,71.570912,0.85,Severe,313.3947224050543,328.8175324780133,0
FARM0292,East Africa,Rice,13.25,7.1,28.97,74.32,55.52,7.87,,Inorganic,15.43,2024-01-05,2024-05-29,145,5582.8,SENS0292,2024-03-11,32.82154,77.841538,0.72,Moderate,475.47009062656775,240.34050805433668,0
FARM0293,Central USA,Cotton,27.06,5.63,17.26,169.66,82.29,5.69,Manual,Mixed,30.86,2024-03-04,2024-06-27,115,5270.21,SENS0293,2024-06-13,12.674532,81.122997,0.34,Moderate,377.88098779577507,556.9084277011457,0
FARM0294,East Africa,Cotton,24.03,6.33,27.42,186.99,88.69,6.3,Manual,Organic,41.63,2024-03-14,2024-08-01,140,5920.82,SENS0294,2024-06-09,23.613172,74.723086,0.7,,408.35219285351263,643.3200062798196,0
FARM0295,East Africa,Cotton,14.0,6.69,21.51,74.41,62.26,5.85,,Organic,31.92,2024-03-27,2024-08-02,128,5085.37,SENS0295,2024-07-02,18.185206,82.899782,0.34,Mild,493.61316241015174,219.46606762831217,0
FARM0296,South India,Soybean,41.61,6.77,15.0,86.68,47.46,7.19,,Mixed,31.01,2024-01-07,2024-05-19,133,5509.7,SENS0296,2024-03-23,24.25691,88.264085,0.48,Severe,313.3129455828446,595.2305832362133,0
FARM0297,Central USA,Wheat,30.4,6.72,25.21,261.91,82.63,4.37,Drip,Organic,36.65,2024-02-04,2024-06-28,145,3128.84,SENS0297,2024-02-11,15.881029,84.044438,0.54,Moderate,429.6636014904191,519.3751255708727,0
FARM0298,South USA,Cotton,23.35,6.59,28.25,168.72,49.41,6.31,Manual,Inorganic,11.94,2024-03-05,2024-06-11,98,2046.41,SENS0298,2024-05-26,10.392695,84.426785,0.59,Severe,314.8210845149734,261.95900532502907,0
FARM0299,South India,Wheat,14.8,7.11,32.2,273.4,74.77,9.58,Sprinkler,Inorganic,27.92,2024-03-27,2024-07-23,118,3538.86,SENS0299,2024-04-24,14.644776,82.091465,0.65,Mild,375.0937856933001,303.5143261678172,0
FARM0300,East Africa,Maize,24.38,6.59,22.34,294.56,68.41,8.23,Drip,Mixed,26.67,2024-03-03,2024-06-10,99,4920.74,SENS0300,2024-05-09,34.589477,89.673368,0.77,Severe,460.7629090386894,540.7845783896482,0
FARM0301,East Africa,Wheat,28.32,6.72,19.9,207.67,73.19,8.01,Manual,Mixed,7.37,2024-02-18,2024-07-06,139,2043.13,SENS0301,2024-06-13,22.816578,79.384648,0.74,Severe,386.6944465511269,377.81456810797306,0
FARM0302,Central USA,Maize,20.12,5.57,33.46,237.36,76.35,7.38,Drip,Mixed,26.29,2024-01-19,2024-04-21,93,4625.28,SENS0302,2024-02-25,30.222394,82.48634,0.47,,499.43647078059007,762.9894371907897,0
FARM0303,South India,Soybean,12.69,7.07,20.04,203.95,53.76,5.54,Drip,Mixed,12.86,2024-03-24,2024-07-01,99,4636.62,SENS0303,2024-05-10,30.196017,75.225052,0.72,Severe,411.8118569893204,691.2441376904305,0
FARM0304,South India,Soybean,40.17,6.19,16.69,86.27,86.7,4.92,,Inorganic,39.67,2024-01-22,2024-05-19,118,4904.0,SENS0304,2024-02-12,15.271419,84.687222,0.51,Moderate,364.2324305271907,790.1403239081978,0
FARM0305,North India,Wheat,15.87,6.3,21.03,236.54,77.62,7.2,,Mixed,36.75,2024-02-09,2024-05-18,99,4121.77,SENS0305,2024-04-04,10.296576,88.544451,0.57,Moderate,344.0222651809506,355.80250337024836,0
FARM0306,East Africa,Wheat,13.41,6.56,22.08,261.06,70.52,7.91,Manual,Inorganic,17.16,2024-01-09,2024-05-19,131,4336.71,SENS0306,2024-05-06,29.328775,84.981818,0.74,Mild,370.10410685723235,781.8341796787862,0
FARM0307,East Africa,Maize,33.72,7.49,21.27,52.64,40.42,4.41,,Organic,28.64,2024-03-15,2024-07-05,112,2877.67,SENS0307,2024-04-20,16.297403,70.680835,0.67,,374.50665475191016,458.7403218749347,0
FARM0308,East Africa,Rice,43.27,6.78,29.16,79.99,82.82,4.78,Sprinkler,Organic,36.3,2024-02-10,2024-06-08,119,4641.91,SENS0308,2024-02-19,25.969513,88.453908,0.47,Severe,313.7427355447922,408.51127718825273,0
FARM0309,Central USA,Maize,15.67,5.65,30.54,145.7,56.63,4.36,Manual,Organic,24.83,2024-02-07,2024-06-15,129,3570.54,SENS0309,2024-06-11,12.710762,80.812643,0.56,,373.91483988535464,230.20971618161195,0
FARM0310,South USA,Maize,13.62,5.65,26.43,112.65,62.29,9.38,Sprinkler,Mixed,33.82,2024-01-22,2024-05-15,114,3065.75,SENS0310,2024-04-20,18.245772,77.826607,0.3,Severe,392.847703947845,231.6591547157616,0
FARM0311,South USA,Cotton,24.14,6.96,31.25,67.52,51.29,6.31,,Organic,30.53,2024-02-11,2024-06-23,133,3211.31,SENS0311,2024-02-25,25.806813,89.176478,0.35,Moderate,444.54755044776095,615.2067535679928,0
FARM0312,North India,Cotton,36.62,6.08,19.06,188.62,88.38,7.96,Manual,Mixed,22.55,2024-01-21,2024-06-03,134,3437.04,SENS0312,2024-02-11,32.130354,78.759675,0.41,,431.34589694432157,474.75739666041676,0
FARM0313,South India,Wheat,35.19,6.69,24.78,65.75,67.03,5.85,,Organic,6.67,2024-01-11,2024-05-30,140,4884.05,SENS0313,2024-04-23,12.954678,86.142074,0.7,Severe,441.75313104583086,335.91297562166346,0
FARM0314,East Africa,Rice,35.94,5.97,16.44,233.86,64.44,4.11,Drip,Organic,36.56,2024-01-01,2024-04-11,101,4530.65,SENS0314,2024-02-09,30.518481,71.945845,0.67,,301.6727363753714,568.3821837951396,0
FARM0315,North India,Wheat,27.4,7.1,19.41,251.11,61.31,8.87,,Inorganic,10.44,2024-03-19,2024-07-21,124,2549.32,SENS0315,2024-07-04,34.11731,74.264637,0.33,Mild,343.53347991610724,351.7148709500667,0
FARM0316,Central USA,Wheat,14.23,5.78,23.3,224.07,67.67,6.63,Drip,Organic,9.5,2024-03-20,2024-07-12,114,5110.65,SENS0316,2024-03-22,31.990674,71.614452,0.3,,432.33685767997133,546.5790526066535,0
FARM0317,East Africa,Maize,24.57,7.11,30.45,223.09,50.31,7.84,,Inorganic,15.77,2024-01-20,2024-06-02,134,2150.48,SENS0317,2024-03-06,27.929969,82.240996,0.35,Moderate,396.79787363594943,415.5252481896142,0
FARM0318,Central USA,Cotton,10.16,5.97,17.35,182.55,44.78,6.17,Sprinkler,Inorganic,39.66,2024-03-07,2024-06-22,107,2212.28,SENS0318,2024-03-21,29.915324,83.704875,0.88,Severe,301.0626951336692,694.1313359670914,0
FARM0319,South USA,Rice,15.59,7.35,16.08,141.05,50.48,5.51,,Organic,9.7,2024-01-18,2024-04-28,101,2632.18,SENS0319,2024-01-21,22.126535,72.321302,0.84,Severe,460.89892848636447,692.4176964600676,0
FARM0320,East Africa,Soybean,21.41,5.9,28.54,131.42,78.95,5.96,Drip,Organic,38.2,2024-01-13,2024-06-08,147,2882.65,SENS0320,2024-05-12,24.627306,71.086787,0.56,Mild,454.5619146580675,486.4102388734408,0
FARM0321,East Africa,Cotton,16.23,6.25,24.15,98.54,57.93,5.62,Manual,Organic,6.44,2024-03-02,2024-06-17,107,2546.01,SENS0321,2024-04-30,21.464473,73.424026,0.51,Moderate,409.6838325987125,410.4914656010094,0
FARM0322,East Africa,Rice,37.63,6.78,27.23,92.48,88.51,9.13,Drip,Inorganic,43.56,2024-02-28,2024-06-10,103,4366.32,SENS0322,2024-04-27,16.979272,84.600355,0.74,Mild,313.29266515525444,417.5358779354567,0
FARM0323,South India,Maize,25.2,5.94,33.55,286.56,85.69,9.39,,Organic,6.8,2024-02-24,2024-07-12,139,4016.87,SENS0323,2024-06-11,23.278043,79.585387,0.78,,453.30300990651693,683.4287154009307,0
FARM0324,South USA,Cotton,18.42,6.62,15.25,232.95,87.5,4.8,Manual,Organic,34.14,2024-01-01,2024-04-30,120,4676.14,SENS0324,2024-01-21,27.582612,87.158442,0.75,,416.7427175462728,396.9076896785672,0
FARM0325,South USA,Cotton,37.01,7.25,23.11,247.46,58.52,6.79,Drip,Mixed,8.18,2024-03-11,2024-07-12,123,2130.86,SENS0325,2024-05-04,28.8222,83.9611,0.67,Mild,456.3919954315918,325.43562422410764,0
FARM0326,North India,Soybean,40.83,6.97,16.1,286.33,73.73,9.33,Drip,Inorganic,21.45,2024-03-02,2024-06-23,113,3465.73,SENS0326,2024-05-23,23.969761,71.340118,0.73,Mild,450.3493984791681,250.8130051251841,0
FARM0327,South India,Maize,18.35,5.73,24.57,284.79,69.01,9.75,Sprinkler,Mixed,39.24,2024-02-12,2024-07-08,147,3069.43,SENS0327,2024-05-30,16.928633,71.267384,0.51,Severe,460.6004143915674,480.015872530645,0
FARM0328,East Africa,Soybean,39.03,6.44,25.64,256.34,84.97,6.71,Manual,Mixed,47.54,2024-01-07,2024-06-02,147,5535.92,SENS0328,2024-01-29,12.00426,87.958917,0.47,,403.601613280925,489.2792593519051,0
FARM0329,North India,Rice,19.66,6.89,24.93,268.75,66.03,7.76,Manual,Inorganic,48.63,2024-03-05,2024-07-03,120,3386.8,SENS0329,2024-04-30,28.442731,70.429646,0.41,,328.064903638703,704.5452262417443,0
FARM0330,South India,Soybean,32.56,6.32,21.86,211.51,56.32,7.56,,Inorganic,18.68,2024-01-26,2024-05-14,109,2686.95,SENS0330,2024-02-28,15.669548,77.438046,0.47,,434.2314946759377,332.74321786763835,0
FARM0331,South India,Maize,19.95,7.41,27.37,90.2,66.77,5.09,Sprinkler,Mixed,36.18,2024-03-26,2024-07-03,99,2645.02,SENS0331,2024-04-09,11.028786,76.332517,0.38,Moderate,424.0947570103941,428.59476420103994,0
FARM0332,Central USA,Rice,17.18,6.91,28.31,294.51,47.4,6.69,Sprinkler,Mixed,18.57,2024-01-13,2024-06-10,149,3997.67,SENS0332,2024-02-19,33.694726,88.556226,0.39,Moderate,448.45063743981746,685.0434433362145,0
FARM0333,Central USA,Cotton,41.36,7.44,30.08,298.52,73.34,8.8,,Inorganic,36.01,2024-03-16,2024-08-10,147,2160.32,SENS0333,2024-08-04,12.921902,70.495912,0.67,Mild,333.97620121014705,694.1741664493841,0
FARM0334,South USA,Maize,13.24,5.61,27.83,195.86,51.11,9.61,Manual,Organic,6.01,2024-03-28,2024-07-24,118,4708.25,SENS0334,2024-04-08,34.395988,77.888472,0.59,,338.99503998005787,430.7666455872609,0
FARM0335,Central USA,Cotton,15.18,7.21,22.39,143.21,54.23,6.11,,Mixed,8.94,2024-03-15,2024-07-30,137,5970.39,SENS0335,2024-07-06,17.21585,86.113456,0.88,Severe,478.0819034438657,475.47441397200856,0
FARM0336,South USA,Rice,39.24,6.7,17.87,125.81,89.42,7.15,Manual,Organic,46.99,2024-03-25,2024-07-17,114,2353.79,SENS0336,2024-05-16,25.97015,75.466577,0.4,Severe,449.99555969041415,381.9715345095698,0
FARM0337,East Africa,Rice,16.97,7.16,20.79,172.65,81.14,5.81,Manual,Inorganic,30.17,2024-02-08,2024-05-09,91,5164.88,SENS0337,2024-02-27,16.566926,89.120532,0.8,Severe,481.6456977400646,759.5329270515872,0
FARM0338,North India,Maize,24.6,6.48,28.76,111.19,45.97,5.66,Drip,Mixed,38.55,2024-03-16,2024-07-20,126,3744.27,SENS0338,2024-04-18,25.699901,79.520814,0.72,,451.74306423278415,271.1862594449482,0
FARM0339,Central USA,Soybean,35.65,5.54,20.19,195.41,47.31,6.77,Sprinkler,Inorganic,12.35,2024-02-12,2024-06-07,116,4544.99,SENS0339,2024-03-28,11.217873,75.833282,0.68,,419.4310611980604,760.249653800882,0
FARM0340,East Africa,Rice,36.83,5.87,16.89,238.16,67.19,9.23,Manual,Inorganic,35.84,2024-03-12,2024-06-16,96,4137.68,SENS0340,2024-04-26,30.58287,70.257953,0.61,Moderate,430.82654740557473,610.319871101206,0
FARM0341,South USA,Cotton,21.91,7.32,17.05,88.64,51.06,5.13,Drip,Inorganic,25.72,2024-01-04,2024-05-25,142,2524.93,SENS0341,2024-01-08,21.987956,76.231469,0.52,Severe,477.82558478800195,518.9432916120387,0
